batch_id,payload
109,"0010167/07045/17643/13108/3881/5451/0005754/16145/5314/14902/03435/19580/005893/19697/0014587/8870/002058/10695/13118/17584/03044/2133/17084/8029/15267/0011055/013052/14490/0019756/12472/0012676/10007/11844/2468/17194/0011636/0019346/001463/007459/015206/01416/019684/17370/10547/16376/11975/4244/010900/00442/07124/5906/0017454/13311/15975/5187/9866/19578/0005020/16410/7011/8133/07204/3088/0007138/0015800/012105/2832/3383/15332/18645/2813/0018338/16224/19564/001165/7492/15445/8762/001180/003127/0000580/018247/0002017/04773/0019369/12150/14801/6935/04529/18332/16185/1690/10064/0016927/4181/0001601/0008475/19417/19322/08894/0009548/005659/0017353/03843/12355/2951/18579/16769/016858/10645/11008/14973/0012610/3558/6672/16473/8086/2009/15856/003214"
110,"07768/0014717/019095/019857/11176/005761/015966/0019270/15795/8832/0004966/9974/13690/2708/003745/004770/18907/14446/0018940/0007636/0019789/19826/012679/006725/0013524/09993/3118/18145/09205/3082/8515/0017447/10260/0018947/013009/0018288/16019/0004872/4787/13952/9164/17399/1961/0005923/7610/4689/13183/16320/11492/08508/0006198/017596/03815/3659/12000/1753/01905/2532/0017586/9586/009626/09745/16382/0012425/11195/13620/002692/14239/17271/11034/6852/0010656/006457/16846/283/18995/007825/13192/006736/014530/11268/7938/8550/2501/000767/14444/07/05143/09028/08252/0014113/7162/0002472/013628/016497/0018898/7362/08425/0011217/19371/000458/10682/12488/0012605/16364/13530/01951/3845/1563/19053/9722/7269/740/009688/11919/0002190/016514/3474/10644/5892"
111,"00478/16242/15672/15751/6982/0014956/0009831/08070/1017/004023/0016688/011749/09803/3893/758/12938/16738/10299/016303/17464/08273/018044/011794/13616/9248/008947/18087/15088/0012423/12376/17141/0018667/06860/019843/2264/11921/008866/14144/0006223/4079/19330/018395/10739/0011710/3497/2417/0000203/141/011266/0013734/0001648/10286/009383/07399/0019650/004377/014307/010461/12690/10379/12449/10810/0006451/0010411/11206/009646/03623/0007985/018695/011534/16498/18832/15291/00423/018054/009278/18164/4657/0010698/15031/12244/6966/5196/8920/19817/0015076/7681/016022/2463/9385/17228/10195/009147/4772/0807/5273/12140/13730/9171/10592/105/16282/010080/13754/16013/2517/0014066/001794/02075/7470/15705/0014193/16222/0015231/17423/005483/018297/4439/0011147/01518"
112,"10532/2030/9043/018484/0008102/03367/9948/12829/016085/0015287/007125/000452/1689/0010200/7193/011697/19503/009008/03203/6344/16750/14558/15251/9596/14241/10269/0008169/18053/15007/8075/018847/014159/16894/06275/9508/10853/0016197/11046/04623/008126/425/6840/02562/008249/0015207/11250/6847/11666/19082/0001309/2007/12649/15461/01498/0018380/09538/16407/0014829/0008393/0009166/14541/7602/18296/18128/3094/16250/14778/11846/0015926/13680/17508/0013517/4811/0016276/06632/015620/19006/014657/018006/101/18098/7311/012357/0012665/2215/0011973/002106/005648/2831/03905/7242/004575/0009523/11584/0001701/0013551/0019824/006166/7961/0017162/5576/3722/9018/0015746/001556/18944/15670/009348/15454/9729/0017190/0011507/566/010512/03561/12768/6598/19962/0008553/0001872"
113,"010575/04401/12648/16999/14600/0013536/09609/07857/002464/0007166/19067/0015167/12777/8006/01536/8460/10112/18218/01507/09490/7882/6673/18322/007202/098/0014319/004670/17239/2436/06424/09089/011397/0014752/014408/18982/14409/9816/19375/0013013/05315/0011133/0018294/16124/00764/0012639/001310/06991/16369/1692/17451/0016722/13653/642/003027/12840/0004284/017571/01173/7531/04099/00490/3537/14253/009643/17182/05368/11484/18198/004111/1133/0016402/016541/0007503/07477/06115/2792/17544/13280/05886/1697/18495/16800/5112/0018512/17220/2689/0011362/09170/008640/19500/16703/6554/10862/0011240/4243/11787/09173/14561/05260/012225/0002752/009557/6722/0018291/8995/05147/0787/001251/005788/19126/8447/5517/17079/0017408/14686/11646/0017115/2096/0017752/00694"
114,"0018114/1342/17740/4040/004112/017257/010183/004553/17293/388/1908/691/1682/12539/0017226/7516/12333/16725/14455/015869/014510/1290/0018223/6138/17715/6106/011275/0015662/01404/19436/06313/002388/0015343/15516/7931/006018/16708/0001422/08346/017822/0019019/14932/012208/17848/0017121/6575/008001/0015395/15920/3789/18362/01744/2622/14505/6781/0005298/19197/03005/17038/9507/05428/7068/06877/0002209/1117/0014067/13693/8841/17779/3912/6441/00886/6103/0010159/000526/0015530/02787/7471/15187/4074/10090/015390/017938/3310/014766/0016190/460/0012250/05940/18822/000338/014371/006396/3121/0005797/0018802/001239/04133/16165/0011187/9770/002353/0004487/6940/18292/17639/02513/579/7122/0011987/16223/0007290/13557/019115/0019729/2380/16299/8566/3397/2880"
115,"008028/9184/19693/06184/10939/18739/18911/015323/15573/019716/7313/0012910/8274/001244/05095/0018823/011222/08052/010800/0007664/0001917/5422/0774/08270/7296/18426/0010302/10720/0017504/5764/012274/1386/0018590/4221/14825/15645/018036/0005736/012709/5199/13056/003650/9970/03805/10213/0016206/02011/8030/14091/14981/2569/12653/015040/16415/0610/18743/19588/2002/15485/0014493/0007803/4149/0010346/36/16973/728/16264/0004933/0659/7786/02589/0001724/014031/4531/016297/02640/18261/0008935/19186/2199/13763/4668/010478/11090/4269/12153/16160/10637/5270/19161/0013375/19940/8147/3039/05051/16740/10296/00946/3164/1903/5983/0017780/05806/016897/04423/17569/1468/05947/14649/18766/2438/0013545/0011523/16182/880/14412/3972/4396/9159/09983"
116,"019171/0017937/7236/001696/009893/0018851/017541/0017696/007580/0014748/6276/8949/2146/0007605/0003619/005288/954/07276/08498/14386/010045/0346/18993/015591/13021/14781/0017498/017428/3281/18388/010414/003501/9161/08378/0011923/006042/10410/0010846/014635/01213/7901/14225/11521/19723/9394/06392/18110/003572/008135/001654/0014476/16425/004944/008923/11704/1576/0002786/17985/17802/896/5332/0015773/11999/0014199/14351/12303/4968/3625/00140/10072/16733/11071/015244/018065/13219/5066/8631/6633/0013673/0018359/1939/03786/15551/16536/014174/8413/0013318/5581/018850/1630/11404/18670/13041/13721/002422/0017685/15810/13820/0013958/15098/05781/1907/013715/15358/12508/04108/12886/01657/13341/012763/06171/017532/019761/010283/7847/0014059/2358/19891/06309/18503"
117,"03073/11436/18010/4655/11770/15292/0001343/3130/03484/13459/014/4121/6116/627/12166/17735/16657/08275/0016998/1889/011451/19343/15678/0007601/3058/07206/8465/11600/018508/8048/006054/0019753/015900/008139/18025/8427/629/11908/3640/3899/11860/0011101/0016232/0015151/0009846/17361/16737/43/04474/004139/8931/109/015750/18615/6349/17722/11356/17529/011415/1902/17477/00837/6579/11319/0014363/19154/5376/0011031/13003/0014082/16485/0018527/0013402/07012/0018649/15318/9102/10523/9748/19501/5604/14538/0006207/005684/0017482/16074/010370/1832/0009877/0011054/0009430/0008581/11203/1243/08/07995/07699/8872/15717/8751/12294/17377/014439/18855/16188/014935/011648/09246/0010345/0001168/1994/7026/17875/014926/14907/014773/230/009364/3782/09280"
118,"014770/13313/16679/1294/0010152/3638/8092/011006/00716/17042/9121/0002189/17873/12688/000933/0014866/0005455/017254/0011298/10316/7524/12571/003451/013232/002619/6590/01644/19652/8865/13697/001119/011305/00436/5953/15385/1502/12017/8479/007156/4878/3597/006689/19046/0007241/9181/9272/1793/18127/332/0544/014599/10297/014575/019592/09798/0012828/0010737/9633/4277/1855/0005484/0016108/17159/11607/18840/8318/15818/0018398/005661/008797/12374/18090/19383/0015574/2790/013899/2278/09190/15093/0010246/018921/15569/017412/0018479/5069/0008220/4528/12493/903/0002706/3996/013438/17018/8483/18952/18149/17206/6779/17661/17215/19565/15616/012352/18099/9736/06130/19210/09472/16759/008257/0011796/010731/005669/4971/0013970/350/0012597/9950/08221/05488"
119,"0012974/1779/001261/8146/0000157/02846/12711/3464/12970/014204/013371/13720/008788/0010836/16908/015634/6008/05481/15566/3588/765/012772/05841/15255/16472/06712/5608/18523/5986/11780/0013801/16006/01726/5005/13728/013263/03078/02103/9502/0018686/4039/0005711/5896/14970/0017997/4611/011414/015150/0017465/0567/13473/6371/2888/2221/6914/11933/17195/8772/3571/0033/8173/004274/6246/0018336/9726/0018061/1712/0014656/002693/9380/015422/14931/0001514/18063/6426/010097/0013893/08660/16487/12360/16503/19570/16450/3587/0014597/9015/15666/0016990/11035/01998/08580/07674/17433/18159/016531/0018278/19245/233/8100/19071/009705/014494/7576/13174/0016075/12262/5972/15722/4014/005046/0008269/03738/15880/019015/0013379/3194/10948/16701/1116/1525"
120,"14471/6084/006291/5236/6592/17699/00168/2204/012270/3700/17394/0011382/19695/18463/03289/005180/0014718/006066/12838/17420/019319/10651/0010173/10670/0014661/008451/0019226/016068/12916/007498/838/18639/012340/04470/009013/017732/04615/1055/3765/015586/016285/5801/0015063/3532/001731/0007717/011847/2032/04917/0012837/2909/9624/14140/1504/019099/013949/6120/3985/13383/17324/14162/4738/11808/034/0016053/012658/0017100/747/08611/17577/4134/0012263/16761/18747/015596/15899/4254/005991/5278/009628/04334/2233/18529/019662/5418/13648/6005/2476/0005090/3099/15005/19966/19428/5837/4813/419/11699/15895/18123/8233/7520/03520/3867/17200/8007/9807/473/01897/11810/013603/0008428/0007352/6238/7557/015271/8792/19810/0010827/12789/001285"
121,"05410/04131/08652/14211/16178/10666/6838/2327/9892/17436/0014765/012257/0013769/0015234/15821/0015346/9515/570/2060/19268/1076/0009661/001979/12091/12784/11949/4991/019318/10763/016078/07775/006135/11798/9668/001708/12260/6989/8148/6493/0018846/000891/0012115/11976/4954/5365/0018150/015633/18219/13925/018731/009320/17764/0016602/6508/01943/16325/4273/2696/016496/6785/6919/0017803/6305/6099/0001784/001717/795/05558/18375/0012517/0004747/5271/05240/2819/0017196/011048/09175/004378/12410/19353/009878/017792/19061/08324/1780/899/0015233/5015/014749/006537/13920/16356/11865/5666/5515/017469/0016529/17948/6648/02095/018836/14944/302/18202/16483/016727/9172/15429/10436/14518/05142/07260/004647/02940/08924/13285/04592/07248/0015550/05159"
122,"0012480/15874/1427/0010043/214/6233/03215/0941/019926/05931/08195/0185/2727/0042/0010545/9188/4026/0001687/0012779/06850/012937/0019484/6589/4635/1411/012228/2822/11228/2239/017977/17899/11059/016926/19677/03391/07735/18466/011082/0012467/0016662/04884/17445/003804/11088/16057/14198/1040/016825/535/0001250/1308/3856/0019675/0006119/7279/7119/12774/11130/10486/014058/12740/003840/016127/19872/10480/0005942/14254/124/9107/12045/013506/9730/12729/16199/12473/0007612/0004935/07227/3754/0019781/002379/10470/6413/17861/18919/0005177/003275/0001316/13907/9819/0011924/17522/00706/11297/1491/01108/015325/6384/01120/3433/11018/0016268/19950/6012/5328/0015241/0014049/15673/0011386/0004461/12761/5323/010960/2972/9996/6069/0010860/18786/12184/8386"
123,"6837/17710/000175/005698/00345/013514/0017535/15967/4614/0007749/8185/2534/7561/09475/004287/2718/19655/88/13937/16595/0017485/5830/2168/10571/19247/04621/2508/0016480/08853/01777/0009615/18923/11118/19453/0014132/19894/10587/4814/03654/019259/006231/0015684/0011122/13161/19638/0013823/18941/0013633/016126/9590/012931/173/07147/6872/0015728/17538/007849/0016115/07095/14849/5537/011803/0011743/18367/5192/05398/18970/1179/0017911/313/0015979/2805/016426/0012519/18818/15780/007092/16406/8778/0011303/016201/019496/7368/19429/5927/05300/18682/05528/14858/019439/010652/9947/4820/5671/018830/05570/0007255/19672/3205/0010474/0017585/014019/0016462/9553/16403/07479/986/19665/07821/00112/0017603/0015376/7118/0011654/10646/016893/17526/0017246/17810/0019036"
124,"10360/16726/7553/08445/015783/0012873/00223/0007790/14529/15700/016911/739/008437/10991/4497/14905/010992/6720/52/1965/018892/18922/6091/0004063/11887/019749/18703/10599/0007616/0017158/19290/15039/6833/1695/0013747/0003612/013185/3629/10120/0017129/17304/1197/18435/016617/16538/12132/07934/06015/13954/5912/0013701/0015442/002275/15584/11280/9935/004192/12862/0005155/4936/03974/02745/8082/5166/476/0010281/19121/16332/4644/4135/8188/003811/005390/2520/13992/6978/9343/0010020/09712/0159/10392/0013144/2028/0003600/019601/017781/0012961/10752/03189/11/011515/0014820/009350/012075/13340/11760/013407/11009/08256/014070/12863/06030/1737/15747/013277/9940/0001912/9151/4794/008104/5689/0013007/10355/09048/15309/11458/1397/0016314/004766/10815"
125,"006784/0008653/14160/2226/016233/19300/11169/847/10957/13471/18464/014501/0007309/14402/7336/4659/7908/16597/01583/07948/0014340/3097/0016520/0012651/5349/001608/9980/2927/08781/4226/18425/670/03143/7577/03894/12485/0013475/04700/10959/8327/13479/0018205/0012693/651/01558/18789/0002567/004818/5794/3757/15305/5251/09113/012401/08641/0008290/14473/3035/4124/14240/09408/1904/013683/18467/6944/8770/0013646/15096/0001544/3147/004316/19969/12190/5962/8262/12402/2400/010059/001547/5590/0010318/4777/0010164/1534/09275/012142/014102/05312/5093/3225/0019055/2346/8808/18744/2768/7430/05272/15114/4343/9737/09513/13777/9793/0019688/2649/261/13260/014800/01950/15792/0015594/4737/19898/9999/07388/16629/10314/1146/18344/17845"
126,"09932/0013605/04801/13812/0447/0002595/5248/0004919/13398/10533/04566/6326/0017213/04586/19119/6655/10668/2543/03398/9157/0010475/2995/0018632/0015104/9168/015576/2238/014728/01341/0016553/10276/19667/0010676/1252/12718/18274/14266/004532/10661/10463/0011569/12587/11205/05541/422/19028/3808/18373/3000/07949/16236/15194/2394/007158/0018108/012367/0011894/133/001142/0854/4642/15734/01595/222/9561/18173/0008093/0016887/0014937/004299/6696/019208/17806/8846/011978/0010593/01505/0016826/12864/9998/14644/002674/876/2733/01988/13286/4011/0016899/019508/7427/06259/3468/9267/6357/009588/3325/12770/001327/11499/11767/03173/0019234/0015168/9359/004430/5101/0017999/14400/18540/04530/17879/7963/0005867/013766/0019456/17634/11045/0304/9353/005009"
127,"4825/013623/0008333/19794/0012457/0597/018449/3641/3586/4965/06977/1425/8077/14551/18623/3284/0004886/017432/15916/0002348/17866/5531/1177/17510/09216/07967/16671/04984/18969/0001102/14025/8930/1566/13348/2488/02960/07152/7927/008278/16558/003191/19162/14762/3828/1222/017438/06905/12309/18355/01860/04347/003988/7468/0016336/0004047/0014891/0016864/7606/17936/18856/246/0015205/05062/0010655/0011075/11196/1043/3090/017392/19021/5443/019251/004610/1454/1916/4452/06516/0014282/002743/16254/09856/10016/0012594/0019413/0003248/07930/18916/18809/13651/18994/0015543/8051/12007/009148/009118/06222/018977/0019008/0018595/03045/4002/0013642/0001446/10322/7378/18826/0010019/0009676/19086/18283/05122/5276/14777/14580/005061/2974/6971/18496/0018945/0019700"
128,"17435/17559/15133/0002961/013981/0019203/019694/12807/011427/014377/16416/03349/03171/13568/0010338/0014424/1475/2821/12949/19919/0019068/0012546/01761/6731/0010365/017514/5823/0002988/09198/17975/04010/18199/09654/018587/08391/0975/0007976/018517/7533/16002/015986/13297/4873/11974/12103/012456/9433/0012078/2878/18678/14516/004093/13688/2474/0013889/2717/016543/7564/16598/17837/014035/0016474/8422/15221/0009555/17441/10431/15069/7624/7918/6071/0018558/005208/14016/0012826/879/2227/001623/0078/0018805/01479/016995/9129/14339/0012300/5903/10680/001750/02389/015752/15410/0010788/12811/17062/6153/09532/7103/8172/3330/07129/017777/201/004336/8193/6980/0007578/14751/0017692/3462/16451/0235/2247/005584/05043/00721/5624/15771/4400/03613/4576"
129,"8340/8714/0007889/000648/019380/2767/14887/014948/0004445/0007128/6425/0018360/004859/16277/7091/14685/315/8315/1813/8710/917/4217/4429/11928/0013808/5999/015329/004582/08245/19026/5284/5035/668/013369/0010325/14271/4798/05336/6845/9265/007041/0012131/1154/5083/05844/5660/005952/4929/0010054/02933/19947/0004714/07339/0018710/019888/009128/00702/18939/006298/0006380/7773/012077/0001742/13101/2320/1806/0019687/9787/1919/9024/7301/4302/9901/0012093/10021/004123/0001023/14303/8734/5872/007730/6571/16393/5108/13592/5176/3826/001371/018403/009898/06765/09871/7708/18184/015590/05778/100/1815/6272/017172/15183/15453/03412/006506/0011509/00103/0522/10749/8826/011085/017234/011131/0705/11598/19527/12366/0016349/14693/10907/1541"
130,"014815/0013002/1746/9051/003553/5760/00915/007627/6763/0019676/12767/5611/6173/010818/18938/19732/5472/0018861/017986/11839/3535/5769/0007952/997/012726/007493/011003/17503/19886/15181/06735/19711/3774/18835/0013707/14563/02848/14359/11212/017021/10378/18505/19349/17238/003673/2671/001955/019076/0019329/0011454/8387/14186/0019752/3750/14659/011572/018551/6486/949/019841/011718/14098/1543/02970/5583/008975/12258/0006286/01394/16283/19308/9818/4005/8064/887/12914/16917/010997/000444/3545/03596/018621/14585/014667/0018096/0011715/9068/016183/2861/18474/160/4802/15554/008439/1494/2729/012113/9365/0011577/11486/8214/014834/016651/0011107/127/06382/17151/12085/1766/016337/0019376/010409/015166/0012562/17403/002942/0002308/17362/8864/0009397"
131,"0019770/0019200/0013964/0018654/121/0011089/6080/11281/0019551/5642/0015824/0016122/00306/8630/019509/010032/008723/1522/011197/0018316/005088/9375/017150/0019784/2540/2109/07634/9520/7372/10098/000022/9116/1003/9908/15272/1679/01811/004241/12104/08382/011833/0010834/07685/18544/13803/0018295/16014/16891/0003631/019132/5753/00616/009480/013127/019146/012691/11674/3648/5796/14114/12322/12936/008787/003063/15372/13927/14148/018910/15015/7228/10035/0015957/0011703/015029/10822/14305/11153/0010562/0012590/004622/2081/3081/6048/6193/8563/11713/01549/18382/015111/012353/014987/17083/7791/0008685/10187/12669/15312/14855/19145/3288/6365/016375/13895/4460/0017439/7358/7407/011599/9450/9357/17524/018013/0011312/015884/0012037/10879/010421/009979/013703/008664"
132,"10123/08452/10634/8897/005075/006969/3008/5168/1202/005564/0014131/0018721/18661/14251/7259/02546/19047/7549/15544/0389/7438/05607/5151/19263/0010624/8088/01958/4579/014596/004081/14001/019449/001870/9899/0005154/1123/0005282/0015306/07275/9387/10014/0010445/0017562/0013357/12543/6528/18883/488/0014147/9852/12474/0003981/016257/7851/0018546/0007291/014994/012941/0011412/14166/0019587/05715/0017418/13994/0010417/05454/16934/0003544/5656/017385/6167/13442/0005219/12841/0014202/4161/17900/3335/7706/004051/1031/13818/4029/003868/18475/0010874/4455/7316/05453/002042/0002594/6168/1104/8083/016361/14023/06355/011528/1443/3986/015258/0019537/011792/562/0019408/17929/0018841/11321/11422/0019447/9288/16696/3343/14897/5854/3766/13785/14878/791/017874"
133,"10685/0018071/004812/0004024/14539/14012/2391/00325/018742/12181/6626/007813/009614/6278/0018691/8284/08440/01186/4678/005824/14054/05728/01953/0013177/15355/0004271/11342/3797/0017674/6867/00893/5247/1068/8677/05243/15062/1301/17805/01194/0016819/5473/4667/05762/014048/10935/0014170/9965/1604/03874/0732/08438/17048/8384/02587/9684/019303/0003066/011994/0155/001964/02213/9835/1198/0013038/0014172/019060/09933/0017971/013936/016707/10489/4045/2503/015614/11470/9362/012995/008732/10396/14568/4230/02996/06898/0019304/002208/17862/12318/6803/530/015626/5188/0015978/8202/017002/0018651/07036/0017610/863/8489/0008779/017161/2454/012781/0015941/008110/05389/016951/17772/7916/13080/0013450/09914/9452/2265/03617/0014244/5996/13128/0001383/8379"
134,"0005225/008306/113/3458/019014/0018432/12522/000587/01228/17651/0013706/00737/8951/19133/016408/1555/0016080/0018396/6172/13307/0007408/014862/7240/9636/017237/011592/0011330/15121/18572/016419/003767/11786/2124/0018456/0017555/19002/0005870/2964/8876/9392/10951/5877/6432/018242/4239/019431/15424/0011393/008863/0019849/010274/0011214/19615/04559/9669/01888/05668/12178/06612/017091/0006436/2701/07834/010767/010438/16413/009667/07361/9091/9926/3140/006073/5037/16666/16547/0007922/002580/0006374/18112/19027/0003820/15977/0007734/6483/7310/05811/003259/0169/19239/0016460/01703/19007/0017379/0003125/15218/1997/13094/003672/01184/0013644/13343/15784/02575/0010424/14000/7905/9612/8971/2843/1321/13712/0014953/7003/01772/8829/16311/340/19595/5712/4750"
135,"013053/10175/016661/4146/06576/08365/10786/016089/2018/17597/0016833/05628/7969/13819/0007595/015943/0014380/14523/5449/2374/0012504/007460/14180/12953/8955/0014480/11766/018038/9268/8317/10295/10006/05665/17397/0015472/8189/0010350/19435/14197/0017622/6793/008632/001336/15956/07085/0003239/8884/018304/11080/00284/0019863/9291/7654/16198/4776/17923/06819/18337/02593/003853/9583/004788/07218/16040/010766/018453/009400/3832/0010929/4676/6206/0011440/5404/17128/017572/07599/07131/19081/08730/0002174/19604/4908/005709/8053/0008561/009651/005602/011785/0003928/0019829/0806/5025/0012764/15060/15269/7481/013743/010602/004569/12714/0011400/012603/03764/013242/9059/5017/0012898/12756/14754/08490/9377/12089/014403/11179/11945/03427/10528/0019890/0032/013961"
136,"3272/005804/0016859/509/018415/0015178/012945/0015027/8691/15413/15282/10633/15146/0010913/10857/6199/017223/14196/3758/015553/0014298/16582/13133/0016975/012721/03703/18066/4683/11900/18329/012606/10701/1073/9778/004762/19367/16181/03232/15740/12052/010310/0013439/016391/517/17019/016807/16076/10778/5902/0011566/6882/4069/08672/0010842/10630/0012803/15441/709/0010178/016427/0009459/01313/0004591/10743/3406/18116/14163/07911/0017624/12167/014679/09758/7360/0392/4415/4834/018619/017979/010169/3528/0003116/1005/18838/8833/0001453/0012238/0011915/0007167/01377/0015641/7720/5456/15324/016668/005485/4527/12766/14328/11673/15696/2507/0019155/12699/5491/19918/0012205/9146/07062/10966/3958/14034/16731/19708/4360/7906/5792/0016099/15466/8406/4188"
137,"01021/4755/2603/004743/7410/014721/6444/15929/683/0001885/5205/02279/011996/13197/14056/011951/14192/016129/007044/18107/002496/0019269/017259/017168/13207/13049/0011752/15256/0013148/10198/12909/0002775/08248/9851/13097/03169/18536/016590/8977/11373/19518/010601/8473/06239/10058/10941/2803/6623/002330/002780/016392/182/10503/6698/0017582/0004357/17748/12627/010457/13611/003056/19105/4278/0012312/11942/11215/07798/0010914/4351/0016465/0016509/019579/194/0002642/019250/3184/13935/11853/0014078/09732/0005228/15885/12276/013826/0010494/6056/3424/5573/0017479/7932/14738/273/0019348/001808/002938/5833/05908/584/5594/0016746/008693/14701/0003855/010333/14853/08420/5865/16486/0019608/13493/10690/18253/7170/3061/7680/4626/7033/1370/0015219/1332"
138,"008951/0018711/14270/4281/5265/004821/19211/000237/18676/13874/866/9797/00461/17236/17116/0231/3579/1347/15235/009951/014797/013441/019150/14300/004283/18343/5832/5998/3249/006521/019289/11164/18302/10050/016070/0014641/3896/1886/13478/7755/6300/4242/00327/19267/4251/009160/16892/14960/0004353/01831/12700/6322/005326/0005734/13523/9088/2614/0008058/5897/8332/0003305/018204/7431/02669/0019001/002203/14417/17600/05004/1476/1071/19900/11174/6398/322/011323/11593/16037/03644/03746/6481/2161/09562/13748/16338/11209/6489/6783/016492/6101/19531/19043/0011485/013281/14928/3124/03666/015238/08587/3800/19516/0011132/13933/18652/0013737/8085/13767/18626/8095/04306/0011063/5417/12557/18448/15035/018825/017857/5354/014472/11369"
139,"18271/0008510/0006123/0018998/13130/6155/1307/019852/6815/6900/14226/010096/6320/015268/19190/004116/001096/002683/11753/2505/11363/009571/6728/13327/019559/6281/011218/0017381/10735/0569/13422/2629/13035/013022/18547/3141/13901/11993/016550/04082/13790/05549/7845/005869/017525/0012018/13244/99/0003401/014437/10237/18538/005437/5121/12320/0015768/10825/1704/0010945/0019209/439/8311/0010669/018095/013229/0005638/0010085/09995/0001631/16327/05467/016495/15796/0008401/5941/0012792/8654/0013836/359/05678/19389/15613/13629/04768/697/08360/008899/12992/011982/6170/008210/015153/18988/13134/01001/12787/08434/7043/0738/14362/004119/10702/03181/5994/09312/13234/03313/15675/13189/0902/6191/16220/17472/15465/11913/2557/5924/17962/17312/3680"
140,"0354/007921/14886/12678/0019032/004270/18399/3963/2319/16603/4373/04728/01114/0016993/2430/6263/013779/15704/16064/15136/10176/12253/14828/001048/0001941/0006643/10608/14221/14210/3698/17224/005914/796/0001085/0014655/8733/10790/018899/4411/04060/13408/8806/005409/13005/9451/0013073/11885/013432/14581/7308/09579/11165/04035/0002357/015156/264/9155/3148/3506/000510/0010988/14475/0014235/007052/5939/1813/7512/001596/19164/009910/1129/0016142/0004387/373/06879/12447/13736/0003085/17895/007722/007136/11551/7781/015534/4588/4584/9401/357/004444/012350/2175/002630/1065/6768/367/1012/13613/13346/17621/005874/3889/0007153/16086/018757/6967/7194/0399/0692/0005873/0016749/06502/0012802/02889/961/8171/013068/10122/0015723/011651/016435"
141,"0015328/06938/10132/5696/12011/0006347/1082/11838/2164/0016383/2604/0019973/17759/013425/3760/18363/12570/06162/2917/0010066/19644/0002038/943/12852/15314/9485/14112/014975/0018428/0015615/1826/6232/014115/6334/13569/005949/0011066/6518/0001580/016515/12158/9337/2625/04443/0010586/01015/2597/0003279/07700/008159/13817/15440/1257/7318/18366/16262/2525/0015003/3336/03400/2450/477/10492/6934/00845/0017032/1834/0019153/0016381/019646/0007080/10416/0007656/02999/02272/00381/04402/12645/019758/015172/002131/0010003/05795/15741/15356/4904/2411/10855/3421/9427/05183/0013474/0779/06842/1838/326/01188/0018444/006164/03707/2617/13844/2991/0010872/17919/14640/16871/11620/0019327/0008205/005849/18549/0012383/0013169/0005216/7771/016321/14383/14604/17557"
142,"17050/08039/010483/06529/0001435/010205/015733/17003/2003/13173/8906/014373/7201/0019742/012134/19313/014922/11594/12325/15071/15106/0002480/16857/014088/18663/0005311/16259/19302/0009162/8335/002363/0014249/04432/11964/06660/19235/01495/4809/0013397/18235/001670/0009055/0005615/12904/018182/16705/0013521/0012497/00196/0011667/07724/005170/0006499/11824/016445/0018683/5838/7284/04732/018419/12310/11603/17916/00148/3783/16914/9592/1677/0015095/01178/014582/19283/2355/0010660/6798/004151/0019490/4816/1212/02368/0017998/017282/19622/10328/13306/0008657/8194/015443/8736/9423/13544/008322/10563/17545/18166/10888/010084/3119/486/018925/06192/0010711/005695/019103/17973/013660/016227/013/00991/11156/0015025/0012055/4050/637/019149/0005618/6098/03261/11957/2491"
143,"009873/10543/18009/4658/0015210/8161/17844/2687/6538/018277/015831/17791/010650/018713/09808/002183/0005839/6068/8820/17543/0001681/14491/4085/013434/08910/14624/07232/03245/15072/9378/012668/4313/161/010793/0013396/016876/19901/11157/13585/001013/012126/12477/0118/08522/001018/16718/06402/11453/0011324/17530/001533/19215/14483/018852/013902/06021/606/7828/17790/0002836/9140/016318/0016674/600/7705/4739/05262/15415/9821/13503/18616/016252/11103/2719/005229/14735/4469/005798/19017/15115/03408/19409/14334/16757/10715/0019846/05085/2280/12812/6853/015991/013982/15508/19821/16923/0014524/7884/0019184/11556/003188/7220/6955/06108/0012031/0030/0016566/02598/16218/17164/15638/5356/0012702/4797/017222/58/016823/16251/10641/18031/5371"
144,"0007919/14097/004907/5776/0017718/1824/13482/04435/10903/5413/15683/6951/19176/0012536/016212/1599/14423/8875/017378/0010349/007127/17872/2243/4187/03908/006427/0019063/09486/009413/0017724/0017261/0016049/643/9920/8056/0005016/05928/0019054/16656/19705/0008622/0012884/001738/003861/0011917/19172/0011104/12008/0012314/0011991/011428/1867/14677/0011897/05818/4719/657/0016678/0011575/07953/007455/05862/017965/010856/5553/0006359/18774/17917/010138/9073/013771/8916/0013020/04233/14331/012912/10300/7084/19407/16359/007117/9743/10214/016812/07996/10538/007353/0010598/005073/16162/0633/15459/0019801/12306/0002253/011692/0475/0016387/5686/18225/019727/0010473/6886/0019927/16721/03363/0003478/013362/18570/0014831/6570/158/17922/7628/4314/8061/6061/19199/18187/010505"
